9858,24571
9858,23033
9725,23033
9725,22420
10985,22420
10985,21135
11286,21135
11286,20222
12105,20222
12105,19090
12652,19090
12652,18520
13867,18520
13867,17597
14657,17597
14657,16483
15251,16483
15251,15659
16156,15659
16156,15112
17318,15112
17318,14180
18110,14180
18110,13723
19313,13723
19313,12278
19697,12278
19697,11901
20951,11901
20951,11155
21909,11155
21909,10349
22829,10349
22829,10131
24139,10131
24139,9032
24877,9032
24877,8324
25874,8324
25874,8069
27125,8069
27125,7601
28244,7601
28244,6547
29077,6547
29077,6637
30457,6637
30457,5948
31475,5948
31475,5450
32580,5450
32580,5036
33719,5036
33719,4438
34796,4438
34796,4187
35992,4187
35992,3882
37167,3882
37167,3909
38424,3909
38424,2922
39436,2922
39436,2715
40641,2715
40641,2522
41847,2522
41847,2062
43013,2062
43013,2150
44260,2150
44260,2103
45482,2103
45482,1956
46693,1956
46693,1635
47900,1635
47900,1834
49130,1834
49130,2003
50350,2003
50350,1905
51569,1905
51569,2142
52777,2142
52777,1831
54021,1831
54021,2536
55176,2536
55176,2683
56377,2683
56377,2933
57562,2933
57562,2684
58836,2684
58836,2992
60018,2992
60018,3304
61195,3304
61195,3827
62314,3827
62314,4308
63435,4308
63435,4737
64564,4737
64564,5144
65698,5144
65698,5262
66940,5262
66940,5301
68233,5301
68233,6389
69092,6389
69092,6413
70413,6413
70413,7295
71335,7295
71335,7611
72537,7611
72537,8332
73526,8332
73526,9122
74466,9122
74466,9789
75472,9789
75472,10098
76716,10098
76716,10630
77830,10630
77830,11600
78630,11600
78630,12218
79688,12218
79688,12987
80631,12987
80631,14110
81267,14110
81267,14451
82590,14451
82590,15788
82999,15788
82999,16088
84410,16088
84410,17031
85193,17031
85193,17768
86202,17768
86202,18700
87001,18700
87001,19755
87649,19755
87649,20909
88153,20909
88153,22019
88692,22019
88692,22592
89995,22592
89995,24081
89957,24081
89957,24876
90969,24876
90969,26162
91178,26162
91178,26945
92259,26945
92259,28197
92491,28197
92491,29171
93256,29171
93256,30246
93831,30246
93831,31254
94576,31254
94576,32490
94778,32490
94778,33580
95347,33580
95347,34655
95983,34655
95983,35967
95894,35967
95894,37018
96652,37018
96652,38192
97015,38192
97015,39422
97139,39422
97139,40657
97203,40657
97203,41816
97657,41816
97657,43105
97309,43105
97309,44268
97776,44268
97776,45484
97875,45484
97875,46674
98324,46674
98324,47923
97833,47923
97833,49140
97618,49140
97618,50351
